LeiOfEntityWhichSubmittedTheOrder,DirectElectronicAccess,ClientIdentificationCode,InvestmentDecisionWithinFirm,ExecutionWithinFirm,NonExecutingBroker,TradingCapacity,LiquidityProvisionActivity,DateAndTime,ValidityPeriod,OrderRestriction,ValidityPeriodDateAndTime,MicCode,FinancialInstrumentsIdentificationCode,DateOfReceipt,OrderIdentificationCode,Lifecycle,OrderType,OrderTypeClassification,LimitPrice,AdditionalLimitPrice,StopPrice,PeggedLimitPrice,PriceCurrency,CurrencyOfLeg2,PriceNotation,BuySellIndicator,OrderStatus,QuantityNotation,QuantityCurrency,InitialQuantity,RemainingQuantityIncludingHidden,DisplayedQuantity,TradedQuantity,MinimumAcceptableQuantity,MinimumExecutableSize,MesFirstExecutionOnly,PassiveOnlyIndicator,SelfExecutionPrevention,StrategyLinkedOrder,RoutingStrategy,InstrumentFullName,UnderlyingInstrumentCode,InstrumentClassification,SRDTaxonomy,SequenceNumber,PassiveOrAggressiveIndicator,PriorityTimeStamp,OrderBookCode,TradingPhases,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T13:31:54.948357Z,IOCV,VFCR,,XOFF,EZV4Q12NYFZ3,2020-10-28,20201028045000000000000001727213_2,FILL,Limit,LMTO,1.66,,,,EUR,,MONE,SELL,,MONE,EUR,70000000,0,0,70000000,,0,true,false,true,,,EUR/USD.9M.PUT,,HFTDVP,ForeignExchange:VanillaOption,24,PASV,2020-10-28T13:31:54.948357Z,VXOFF2-25308dac1f23,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T07:26:26.912206Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1015H31ABOBUY,FILL,Limit,LMTO,6.71722,,,,CNY,,MONE,BUYI,,MONE,CNY,150000000,0,0,150000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,471,,,VEZ1C18HN8KB4,,
1VUV7VQFKUOQSJ21A208,false,,100191,100191,,DEAL,,2020-10-28T08:27:19.677379Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013519253,2020-10-28,10055755,CAME,Limit,LMTO,107.57,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,OATei26,,DBZXXN,FixedIncome:Bond:Sovereign,158,,2020-10-28T08:27:18.304249Z,120TSGBcc29036e44cf,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T08:32:08.155435Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0010447367,2020-10-28,10055831,CAMO,Limit,LMTO,163.08,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,OATei40,,DNFTFN,FixedIncome:Bond:Sovereign,104,,2020-10-28T08:27:23.898807Z,120TSGB4254129a6d62,Continuous Volume Matching,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.98Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000125338,2020-10-28,KAS2mH4i0P3801BOSELL,FILL,Limit,LMTO,99.74,,,,EUR,,MONE,SELL,,UNIT,EUR,172929,0,0,172929,,,,,true,,,CAPFPXXX_CASHCROSS_J3L1w4rM003c01,,ESXXXN,Equity:CashEquity,1438,,,VFR0000125338,,
1VUV7VQFKUOQSJ21A208,false,127677,,,,DEAL,,2020-10-28T09:18:44.978422Z,IOCV,VFCR,,XOFF,EZXHC9GVT8M7,2020-10-28,2020102801000000000000007754947F_1,NEWO,Limit,LMTO,6.7296,,,,,,BAPO,BUYI,ACTI,MONE,USD,30000000,30000000,30000000,0,,0,true,false,true,,,FWD.USD.CNH.1M,,JFTXFP,ForeignExchange:Forward,62,,2020-10-28T09:18:44.978422Z,VXOFF5-6e355825433a,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,121593,,,,DEAL,,2020-10-28T11:52:35.595089Z,IOCV,VFCR,,XOFF,EZBGPMCY0HR0,2020-10-28,2020102801000000000000007755211F_1,NEWO,Limit,LMTO,1.173475,,,,,,BAPO,BUYI,ACTI,MONE,EUR,500000000,500000000,500000000,0,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,9,,2020-10-28T11:52:35.595089Z,VXOFF3-620c19a330d8,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:21.262931Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47628955,CHME,Limit,LMTO,56,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"JPM 2.75 8/22,DBR 1.75 07/22 (ICAP)",,,Strategy,4,,2020-10-28T07:31:21.262874Z,99IOFI-20b1487148db,Central Limit Order Book,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.979Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000125338,2020-10-28,KAS2mH4i0P3801BOSELL,NEWO,Limit,LMTO,99.74,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,172929,172929,172929,0,,,,,true,,,CAPFPXXX_CASHCROSS_J3L1w4rM003c01,,ESXXXN,Equity:CashEquity,1437,,,VFR0000125338,,
,false,,100022,100022,,DEAL,false,2020-10-28T11:48:12.90612Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSRR7N3LW83,2020-10-28,102MOJL6BOBUY,NEWO,Limit,LMTO,0.4225,,,,,,PERC,BUYI,ACTI,MONE,EUR,25000000,25000000,25000000,0,,,,,true,,,,,SRGCSP,InterestRate:Inflation,117,,,VEZSRR7N3LW83,,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.98Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000121261,2020-10-28,KAS2mH5F053801BOSELL,NEWO,Limit,LMTO,91,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,109133,109133,109133,0,,,,,true,,,MLFPXXXX_CASHCROSS_J3L1wdi3003c01,,ESXXXR,Equity:CashEquity,1761,,,VFR0000121261,,
,false,,UT0S72,UT0S72,,DEAL,false,2020-10-28T13:20:42.358615Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ58JCR20407,2020-10-28,1011ARW3BOSELL,NEWO,Limit,LMTO,1.329385,,,,CAD,,MONE,SELL,ACTI,MONE,CAD,108637094,108637094,108637094,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,10,,,VEZ58JCR20407,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.624971Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1681855539,2020-10-28,47603785,CHME,Limit,LMTO,38,,,,,,BAPO,SELL,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,HSBC FRN 10/05/23 YTW,,DTVNFB,FixedIncome:Bond:Corporate,73,,2020-10-28T07:29:55.624917Z,99IOFI-0dd387c834c8,Central Limit Order Book,
,false,,100210,100210,,DEAL,false,2020-10-28T02:09:06Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZSY96MTFM79,2020-10-28,1015GIT1BOSELL,FILL,Limit,LMTO,-0.094375,,,,,,PERC,SELL,,MONE,JPY,10000000000,0,0,10000000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,8,,,VEZSY96MTFM79,,
1VUV7VQFKUOQSJ21A208,false,127665,100044,100044,,DEAL,,2020-10-28T13:13:01.015653Z,IOCV,VFCR,,XOFF,,2020-10-28,20201028045000000000000001727081_1,FILL,Limit,LMTO,-0.00487,,,,,,PERC,BUYI,,MONE,EUR,1000000000,0,0,1000000000,,0,true,false,true,,,3M EUR OIS Outright (EUR.3M.EONIA.OIS),,,InterestRate:IRSwap:FixedFloat:OIS,3,PASV,2020-10-28T13:13:01.015653Z,VXOFF4-7216d3ec7799,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T03:43:47.745373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZGD8FW1B560,2020-10-28,1015GSI1BOSELL,FILL,Limit,LMTO,6.707,,,,CNY,,MONE,SELL,,MONE,CNY,900000000,0,0,900000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,300,,,VEZGD8FW1B560,,
,false,,,,,DEAL,false,2020-10-28T14:19:00.381697Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ3N903ZMJW5,2020-10-28,102MP8G8BOSELL,FILL,Limit,LMTO,1,,,,,,PERC,SELL,,MONE,EUR,85000000,0,0,85000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,8,,,VEZ3N903ZMJW5,,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.98Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0010208488,2020-10-28,KAS2mH5U053801BOSELL,FILL,Limit,LMTO,10.65,,,,EUR,,MONE,SELL,,UNIT,EUR,1407858,0,0,1407858,,,,,true,,,ENGIFPXX_CASHCROSS_J3L1wG1v003c01,,ESVUFN,Equity:CashEquity,2914,,,VFR0010208488,,
,false,,,,,DEAL,false,2020-10-28T03:43:47.744373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZGD8FW1B560,2020-10-28,1015GSI1BOSELL,NEWO,Limit,LMTO,6.707,,,,CNY,,MONE,SELL,ACTI,MONE,CNY,900000000,900000000,900000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,298,,,VEZGD8FW1B560,,
,false,,,,,DEAL,false,2020-10-28T08:38:42.869806Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ11S7J74F35,2020-10-28,1015H71ABOBUY,FILL,Limit,LMTO,1.2999055,,,,GBP,,MONE,BUYI,,MONE,GBP,80000000,0,0,80000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,59,,,VEZ11S7J74F35,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T08:32:08.473760Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013410552,2020-10-28,10055794,CAMO,Limit,LMTO,111.87,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,OATei29(MAR),,DNFTFN,FixedIncome:Bond:Sovereign,190,,2020-10-28T08:27:21.115264Z,120TSGB5208569b3562,Continuous Volume Matching,
,false,,100220,100220,,DEAL,false,2020-10-28T14:47:04Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZXJLY44WVZ5,2020-10-28,1011B0F3BOSELL,FILL,Limit,LMTO,1.0725,,,,,,PERC,SELL,,MONE,CAD,50000000,0,0,50000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,4,,,VEZXJLY44WVZ5,,
,false,,,,,DEAL,false,2020-10-28T12:04:15.923447Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZV0WNH46XJ9,2020-10-28,102MOLKFBOSELL,FILL,Limit,LMTO,3.7552,,,,USD,,MONE,SELL,,MONE,USD,50000000,0,0,50000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,8,,,VEZV0WNH46XJ9,,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.979Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000120172,2020-10-28,KAS2mH4i0B3801BOSELL,NEWO,Limit,LMTO,13.55,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,554930,554930,554930,0,,,,,true,,,CAFPXXXX_CASHCROSS_J3L1w4gV003c01,,ESXXXN,Equity:CashEquity,1885,,,VFR0000120172,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T08:20:47.630001Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1598861588,2020-10-28,47651061,CHME,Limit,LMTO,22,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,ACAFP FRN 04/20/22,,DTVUFB,FixedIncome:Bond:Corporate,43,,2020-10-28T08:20:47.629916Z,99IOFI-333a557f58b7,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,100297,100297,,DEAL,,2020-10-28T14:20:35.880533Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSFI,,2020-10-28,47662230,CAMO,Limit,LMTO,102.5,,,,,,BAPO,BUYI,,MONE,EUR,1700000,0,0,0,,1000000,true,false,true,,,"TOTAL 1.994 04/32 VM,DBR 0 02/30",,,Strategy,4,,2020-10-28T14:11:08.086028Z,99TSFI-3e30cb64c6a6,Continuous Volume Matching,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.98Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000130577,2020-10-28,KAS2mH5h053801BOSELL,NEWO,Limit,LMTO,30.15,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,219193,219193,219193,0,,,,,true,,,PUBFPXXX_CASHCROSS_J3L1wpZL003c01,,ESXXXN,Equity:CashEquity,1113,,,VFR0000130577,,
1VUV7VQFKUOQSJ21A208,false,127745,,,,DEAL,,2020-10-28T15:11:58.530000Z,IOCV,VFCR,,XOFF,EZ6T7R3GVRV4,2020-10-28,2020102801000000000000007755542F_1,NEWO,Limit,LMTO,313.72,,,,,,BAPO,BUYI,ACTI,MONE,HUF,50000000000,50000000000,50000000000,0,,0,true,false,true,,,FWD.HUF.USD.7D,,JFTXFP,ForeignExchange:Forward,9,,2020-10-28T15:11:58.530000Z,VXOFFd-bb7e2618d107,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T14:39:37.321803Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1TWTSLFFG1,2020-10-28,1011AZUCBOSELL,FILL,Limit,LMTO,1.1735219,,,,EUR,,MONE,SELL,,MONE,EUR,700000000,0,0,700000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,100,,,VEZ1TWTSLFFG1,,
,false,,100177,100177,,DEAL,false,2020-10-28T13:59:17.846175Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZVD7X2THMT1,2020-10-28,102MP5K7BOBUY,FILL,Limit,LMTO,0.14957,,,,,,PERC,BUYI,,MONE,GBP,50000000,0,0,50000000,,,,,true,,,,,SRHCSP,InterestRate:IRSwap:FixedFloat:OIS,19,,,VEZVD7X2THMT1,,
,false,,100210,100210,,DEAL,false,2020-10-28T05:50:52.930773Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ68939Q55S1,2020-10-28,1015GYQ1BOSELL,NEWO,Limit,LMTO,0.4125,,,,,,PERC,SELL,ACTI,MONE,JPY,1150000000,1150000000,1150000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,14,,,VEZ68939Q55S1,,
,false,,100210,100210,,DEAL,false,2020-10-28T06:03:50.778973Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZGY2M65JJD1,2020-10-28,1015GZE1BOBUY,FILL,Limit,LMTO,-0.04375,,,,,,PERC,BUYI,,MONE,JPY,5000000000,0,0,5000000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,23,,,VEZGY2M65JJD1,,
,false,,100091,100091,,DEAL,false,2020-10-28T15:27:26.156181Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSTVTZYM6B5,2020-10-28,102MPGB5BOBUY,NEWO,Limit,LMTO,0.40082,,,,,,PERC,BUYI,ACTI,MONE,GBP,30000000,30000000,30000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,109,,,VEZSTVTZYM6B5,,
,false,,100091,100091,,DEAL,false,2020-10-28T09:08:43.058239Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSTVTZYM6B5,2020-10-28,102MNOS7BOBUY,NEWO,Limit,LMTO,0.39819,,,,,,PERC,BUYI,ACTI,MONE,GBP,25000000,25000000,25000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,17,,,VEZSTVTZYM6B5,,
,false,,,,,DEAL,false,2020-10-28T11:42:34.491863Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ7J11WXSFC3,2020-10-28,102MOIBEBOBUY,NEWO,Limit,LMTO,16.367575,,,,ZAR,,MONE,BUYI,ACTI,MONE,ZAR,1442000000,1442000000,1442000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,113,,,VEZ7J11WXSFC3,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.302978Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1598861588,2020-10-28,47603796,CHME,Limit,LMTO,22,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,ACAFP FRN 04/20/22,,DTVUFB,FixedIncome:Bond:Corporate,40,,2020-10-28T07:29:55.302891Z,99IOFI-333a557f58b7,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T13:28:40.509304Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZVWSPN4Z727,2020-10-28,102MOYU6BOSELL,NEWO,Limit,LMTO,8.251,,,,USD,,MONE,SELL,ACTI,MONE,USD,5000000,5000000,5000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,302,,,VEZVWSPN4Z727,,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T16:29:01.155263Z,IOCV,VFCR,,XOFF,EZ3X5P46SFJ3,2020-10-28,2020102801000000000000007755624F_2,FILL,Limit,LMTO,0.706502,,,,,,BAPO,SELL,,MONE,AUD,400000000,0,0,400000000,,0,true,false,true,,,FWD.AUD.USD.1M,,JFTXFP,ForeignExchange:Forward,61,PASV,2020-10-28T16:29:01.155263Z,VXOFF9-18deecb58550,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127662,100145,100145,,DEAL,,2020-10-28T11:30:46.247274Z,IOCV,VFCR,,XOFF,EZSTVTZYM6B5,2020-10-28,20201028045000000000000001727028_1,FILL,Limit,LMTO,0.003902,,,,,,BAPO,BUYI,,MONE,GBP,25000000,0,0,25000000,,0,true,false,true,,,GILT.DEC.20,,SRCCSP,InterestRate:IRSwap:FixedFloat,38,PASV,2020-10-28T11:30:46.247274Z,VXOFFe-9b25d6361d48,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127662,100278,100278,,DEAL,,2020-10-28T14:10:20.979358Z,IOCV,VFCR,,XOFF,EZJHM2H1VR81,2020-10-28,20201028045000000000000001727322_1,NEWO,Limit,LMTO,0.1963,,,,,,PERC,BUYI,ACTI,MONE,TRY,41250000,41250000,41250000,0,,0,true,false,true,,,1Y TRY/USD IRX Outright,,SRCCCP,InterestRate:CrossCurrency:FixedFloat,29,,2020-10-28T14:10:20.979358Z,VXOFFa-62712e008d3a,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T03:43:55.778373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1015GSKABOBUY,NEWO,Limit,LMTO,6.70725,,,,CNY,,MONE,BUYI,ACTI,MONE,CNY,900000000,900000000,900000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,413,,,VEZ1C18HN8KB4,,
1VUV7VQFKUOQSJ21A208,false,127745,,,,DEAL,,2020-10-28T15:11:58.531000Z,IOCV,VFCR,,XOFF,EZ6T7R3GVRV4,2020-10-28,2020102801000000000000007755542F_1,NEWO,Limit,LMTO,313.72,,,,,,BAPO,BUYI,ACTI,MONE,HUF,50000000000,50000000000,50000000000,0,,0,true,false,true,,,FWD.HUF.USD.7D,,JFTXFP,ForeignExchange:Forward,12,,2020-10-28T15:11:58.531000Z,VXOFFd-bb7e2618d107,Central Limit Order Book,
,false,,100022,100022,,DEAL,false,2020-10-28T11:45:57.319821Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSRR7N3LW83,2020-10-28,102MOIM6BOBUY,FILL,Limit,LMTO,0.4225,,,,,,PERC,BUYI,,MONE,EUR,50000000,0,0,50000000,,,,,true,,,,,SRGCSP,InterestRate:Inflation,115,,,VEZSRR7N3LW83,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T04:39:52.955410Z,IOCV,VFCR,,XOFF,EZ91WZD7WC90,2020-10-28,2020102801000000000000007754429F_1,NEWO,Limit,LMTO,104.22,,,,,,BAPO,BUYI,ACTI,MONE,JPY,100000000000,100000000000,100000000000,0,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,57,,2020-10-28T04:39:52.955410Z,VXOFFf-8c5cd24d555b,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T09:13:00.713873Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8F1K6HZHR3,2020-10-28,102MNQ58BOSELL,NEWO,Limit,LMTO,2.5,,,,USD,,MONE,SELL,ACTI,MONE,KRW,12000000,12000000,12000000,0,,,,,true,,,,,JFTXFC,ForeignExchange:NDF,2,,,VEZ8F1K6HZHR3,,
,false,,UT08H9,UT08H9,,DEAL,false,2020-10-28T14:38:23.791041Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8KS29WTX26,2020-10-28,102MPB56BOBUY,FILL,Limit,LMTO,1.1735,,,,EUR,,MONE,BUYI,,MONE,EUR,700000000,0,0,700000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,219,,,VEZ8KS29WTX26,,
,false,,,,,DEAL,false,2020-10-28T08:11:14.597628Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1TWTSLFFG1,2020-10-28,1015H5LABOSELL,FILL,Limit,LMTO,1.1760242,,,,EUR,,MONE,SELL,,MONE,EUR,350000000,0,0,350000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,48,,,VEZ1TWTSLFFG1,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T09:10:24.149057Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,FR0011400571,2020-10-28,47653346,NEWO,Limit,LMTO,93,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,COFP 3.311 1/23,,DTFXXB,FixedIncome:Bond:Corporate,58,,2020-10-28T09:10:24.148995Z,99IOFI-6d1e020a5f56,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T10:22:58.585580Z,DAVY,VFCR,2020-10-28T23:59:59.999999Z,TSGB,,2020-10-28,10057934,NEWO,Limit,LMTO,-65.5,,,,,,BAPO,SELL,ACTI,MONE,EUR,10000000,10000000,10000000,0,,10000000,true,false,true,,,"DBR 0.00 05/35 EGB,BUND Dec 20",,,Strategy,10,,2020-10-28T10:22:58.585522Z,120TSGB2e53c6529d2a,Central Limit Order Book,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.979Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0010208488,2020-10-28,KAS2mH5U053801BOSELL,NEWO,Limit,LMTO,10.65,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,1407858,1407858,1407858,0,,,,,true,,,ENGIFPXX_CASHCROSS_J3L1wG1v003c01,,ESVUFN,Equity:CashEquity,2913,,,VFR0010208488,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T07:44:12.641205Z,IOCV,VFCR,,XOFF,EZ5BMRJM31W8,2020-10-28,2020102801000000000000007754674N_2,FILL,Limit,LMTO,0.714,,,,,,BAPO,SELL,,MONE,AUD,288000000,0,0,288000000,,0,true,false,true,,,FWD.AUD.USD.1D,,JFTXFP,ForeignExchange:Forward,146,PASV,2020-10-28T07:44:12.641205Z,VXOFF7-e6c812fb57a9,Central Limit Order Book,
,false,,100091,100091,,DEAL,false,2020-10-28T12:01:55.266073Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSTVTZYM6B5,2020-10-28,102MOLM6BOBUY,FILL,Limit,LMTO,0.39732,,,,,,PERC,BUYI,,MONE,GBP,15000000,0,0,15000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,39,,,VEZSTVTZYM6B5,,
,false,,,,,DEAL,false,2020-10-28T11:32:33.460898Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1011AEM3BOBUY,FILL,Limit,LMTO,6.716,,,,USD,,MONE,BUYI,,MONE,USD,50000000,0,0,50000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,511,,,VEZ1C18HN8KB4,,
,false,,100220,100220,,DEAL,false,2020-10-28T13:16:03Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZNVV80MFCG4,2020-10-28,1011AR33BOSELL,FILL,Limit,LMTO,0.7425,,,,,,PERC,SELL,,MONE,CAD,100000000,0,0,100000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,4,,,VEZNVV80MFCG4,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T08:32:08.070291Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0000188799,2020-10-28,10055810,CAMO,Limit,LMTO,155.5,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,OATei32,,DNFTFN,FixedIncome:Bond:Sovereign,111,,2020-10-28T08:27:22.338379Z,120TSGBc6e8b41f44b6,Continuous Volume Matching,
,false,,100220,100220,,DEAL,false,2020-10-28T13:25:22.999Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZNVV80MFCG4,2020-10-28,1011ARF3BOSELL,NEWO,Limit,LMTO,0.7425,,,,,,PERC,SELL,ACTI,MONE,CAD,40000000,40000000,40000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,6,,,VEZNVV80MFCG4,,
1VUV7VQFKUOQSJ21A208,false,127745,,,,DEAL,,2020-10-28T08:32:23.125224Z,IOCV,VFCR,,XOFF,EZ39NZTVTLK0,2020-10-28,2020102801000000000000007754813F_2,FILL,Limit,LMTO,371.25,,,,,,BAPO,SELL,,MONE,EUR,20000000,0,0,20000000,,0,true,false,true,,,FWD.EUR.HUF.12M,,JFTXFP,ForeignExchange:Forward,4,PASV,2020-10-28T08:32:23.125224Z,VXOFFa-4ed8a12a53e7,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127745,,,,DEAL,,2020-10-28T15:11:58.531000Z,IOCV,VFCR,,XOFF,EZ8P2T8YR9G3,2020-10-28,2020102801000000000000007755542N_2,NEWO,Limit,LMTO,313.7,,,,,,BAPO,SELL,ACTI,MONE,HUF,50000000000,50000000000,50000000000,0,,0,true,false,true,,,FWD.HUF.USD.7D,,JFTXFP,ForeignExchange:Forward,11,,2020-10-28T15:11:58.531000Z,VXOFF5-f9ccdc0c9aee,Central Limit Order Book,
